Issue_ID,Claim_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
DQ-01904,CLM046135,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01905,CLM051813,Invalid Claim Type,High,Impact Event,Accidental Damage,Restored from the valid Claim_Type_Key mapping
DQ-01906,CLM073804,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01907,CLM050521,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01908,CLM062592,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01909,CLM002013,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01910,CLM022487,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
DQ-01911,CLM019626,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01912,CLM001521,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01913,CLM071849,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01914,CLM018608,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01915,CLM058900,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01916,CLM030205,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01917,CLM040916,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
DQ-01918,CLM046082,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01919,CLM062104,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01920,CLM031579,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01921,CLM009814,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01922,CLM054106,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01923,CLM057388,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
DQ-01924,CLM041172,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01925,CLM074103,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
DQ-01926,CLM025763,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01927,CLM004234,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01928,CLM042974,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
DQ-01929,CLM006364,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01930,CLM060778,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
DQ-01931,CLM004527,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01932,CLM006252,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01933,CLM009325,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01934,CLM033291,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01935,CLM015627,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
DQ-01936,CLM035035,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01937,CLM028040,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01938,CLM040751,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01939,CLM009892,Invalid Claim Type,High,Impact Event,Accidental Damage,Restored from the valid Claim_Type_Key mapping
DQ-01940,CLM029676,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01941,CLM035644,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01942,CLM009432,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01943,CLM046241,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01944,CLM049402,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01945,CLM016829,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01946,CLM074279,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01947,CLM022262,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01948,CLM028638,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01949,CLM012789,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
DQ-01950,CLM034241,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01951,CLM023848,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01952,CLM052289,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01953,CLM069586,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01954,CLM058896,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01955,CLM051623,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
DQ-01956,CLM038813,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01957,CLM035417,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01958,CLM020075,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
DQ-01959,CLM033471,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01960,CLM035611,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01961,CLM038847,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01962,CLM031710,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
DQ-01963,CLM060990,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01964,CLM023719,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01965,CLM003838,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01966,CLM050763,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
DQ-01967,CLM068997,Invalid Claim Type,High,Impact Event,Accidental Damage,Restored from the valid Claim_Type_Key mapping
DQ-01968,CLM034130,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01969,CLM039300,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01970,CLM073387,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01971,CLM017801,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01972,CLM003729,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01973,CLM070423,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01974,CLM052056,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01975,CLM018012,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
DQ-01976,CLM042182,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
DQ-01977,CLM014965,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01978,CLM031759,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01979,CLM007496,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01980,CLM032614,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01981,CLM036560,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01982,CLM018079,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01983,CLM045521,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01984,CLM053921,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01985,CLM056869,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01986,CLM071156,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
DQ-01987,CLM039183,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01988,CLM064622,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01989,CLM042930,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01990,CLM024445,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01991,CLM051545,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01992,CLM057656,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
DQ-01993,CLM048324,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01994,CLM015436,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01995,CLM065274,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01996,CLM021137,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01997,CLM019762,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
DQ-01998,CLM025570,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
DQ-01999,CLM020014,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
DQ-02000,CLM009232,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-02001,CLM031891,Duplicate Row,High,CLM031891,<row removed>,Removed the later duplicate raw row
DQ-02002,CLM050296,Duplicate Row,High,CLM050296,<row removed>,Removed the later duplicate raw row
DQ-02003,CLM043487,Duplicate Row,High,CLM043487,<row removed>,Removed the later duplicate raw row
DQ-02004,CLM071931,Duplicate Row,High,CLM071931,<row removed>,Removed the later duplicate raw row
DQ-02005,CLM043668,Duplicate Row,High,CLM043668,<row removed>,Removed the later duplicate raw row
DQ-02006,CLM027379,Duplicate Row,High,CLM027379,<row removed>,Removed the later duplicate raw row
DQ-02007,CLM058116,Duplicate Row,High,CLM058116,<row removed>,Removed the later duplicate raw row
DQ-02008,CLM048340,Duplicate Row,High,CLM048340,<row removed>,Removed the later duplicate raw row
DQ-02009,CLM027367,Duplicate Row,High,CLM027367,<row removed>,Removed the later duplicate raw row
DQ-02010,CLM036676,Duplicate Row,High,CLM036676,<row removed>,Removed the later duplicate raw row
DQ-02011,CLM069074,Duplicate Row,High,CLM069074,<row removed>,Removed the later duplicate raw row
DQ-02012,CLM009226,Duplicate Row,High,CLM009226,<row removed>,Removed the later duplicate raw row
DQ-02013,CLM013553,Duplicate Row,High,CLM013553,<row removed>,Removed the later duplicate raw row
DQ-02014,CLM065970,Duplicate Row,High,CLM065970,<row removed>,Removed the later duplicate raw row
DQ-02015,CLM035425,Duplicate Row,High,CLM035425,<row removed>,Removed the later duplicate raw row
DQ-02016,CLM044006,Duplicate Row,High,CLM044006,<row removed>,Removed the later duplicate raw row
DQ-02017,CLM051318,Duplicate Row,High,CLM051318,<row removed>,Removed the later duplicate raw row
DQ-02018,CLM012353,Duplicate Row,High,CLM012353,<row removed>,Removed the later duplicate raw row
DQ-02019,CLM066191,Duplicate Row,High,CLM066191,<row removed>,Removed the later duplicate raw row
DQ-02020,CLM021733,Duplicate Row,High,CLM021733,<row removed>,Removed the later duplicate raw row
DQ-02021,CLM037506,Duplicate Row,High,CLM037506,<row removed>,Removed the later duplicate raw row
DQ-02022,CLM014989,Duplicate Row,High,CLM014989,<row removed>,Removed the later duplicate raw row
DQ-02023,CLM048571,Duplicate Row,High,CLM048571,<row removed>,Removed the later duplicate raw row
DQ-02024,CLM052845,Duplicate Row,High,CLM052845,<row removed>,Removed the later duplicate raw row
DQ-02025,CLM019775,Duplicate Row,High,CLM019775,<row removed>,Removed the later duplicate raw row
DQ-02026,CLM012894,Duplicate Row,High,CLM012894,<row removed>,Removed the later duplicate raw row
DQ-02027,CLM062347,Duplicate Row,High,CLM062347,<row removed>,Removed the later duplicate raw row
DQ-02028,CLM020568,Duplicate Row,High,CLM020568,<row removed>,Removed the later duplicate raw row
DQ-02029,CLM000335,Duplicate Row,High,CLM000335,<row removed>,Removed the later duplicate raw row
DQ-02030,CLM051052,Duplicate Row,High,CLM051052,<row removed>,Removed the later duplicate raw row
DQ-02031,CLM064170,Duplicate Row,High,CLM064170,<row removed>,Removed the later duplicate raw row
DQ-02032,CLM029176,Duplicate Row,High,CLM029176,<row removed>,Removed the later duplicate raw row
DQ-02033,CLM059032,Duplicate Row,High,CLM059032,<row removed>,Removed the later duplicate raw row
DQ-02034,CLM061113,Duplicate Row,High,CLM061113,<row removed>,Removed the later duplicate raw row
DQ-02035,CLM060087,Duplicate Row,High,CLM060087,<row removed>,Removed the later duplicate raw row
DQ-02036,CLM040178,Duplicate Row,High,CLM040178,<row removed>,Removed the later duplicate raw row
DQ-02037,CLM061417,Duplicate Row,High,CLM061417,<row removed>,Removed the later duplicate raw row
DQ-02038,CLM050950,Duplicate Row,High,CLM050950,<row removed>,Removed the later duplicate raw row
DQ-02039,CLM060863,Duplicate Row,High,CLM060863,<row removed>,Removed the later duplicate raw row
DQ-02040,CLM050095,Duplicate Row,High,CLM050095,<row removed>,Removed the later duplicate raw row
DQ-02041,CLM050107,Duplicate Row,High,CLM050107,<row removed>,Removed the later duplicate raw row
DQ-02042,CLM058269,Duplicate Row,High,CLM058269,<row removed>,Removed the later duplicate raw row
DQ-02043,CLM035219,Duplicate Row,High,CLM035219,<row removed>,Removed the later duplicate raw row
DQ-02044,CLM028672,Duplicate Row,High,CLM028672,<row removed>,Removed the later duplicate raw row
DQ-02045,CLM053133,Duplicate Row,High,CLM053133,<row removed>,Removed the later duplicate raw row
DQ-02046,CLM017183,Duplicate Row,High,CLM017183,<row removed>,Removed the later duplicate raw row
DQ-02047,CLM064459,Duplicate Row,High,CLM064459,<row removed>,Removed the later duplicate raw row
DQ-02048,CLM021435,Duplicate Row,High,CLM021435,<row removed>,Removed the later duplicate raw row
DQ-02049,CLM035090,Duplicate Row,High,CLM035090,<row removed>,Removed the later duplicate raw row
DQ-02050,CLM017693,Duplicate Row,High,CLM017693,<row removed>,Removed the later duplicate raw row
DQ-02051,CLM039163,Duplicate Row,High,CLM039163,<row removed>,Removed the later duplicate raw row
DQ-02052,CLM048292,Duplicate Row,High,CLM048292,<row removed>,Removed the later duplicate raw row
DQ-02053,CLM034036,Duplicate Row,High,CLM034036,<row removed>,Removed the later duplicate raw row
DQ-02054,CLM031444,Duplicate Row,High,CLM031444,<row removed>,Removed the later duplicate raw row
DQ-02055,CLM058549,Duplicate Row,High,CLM058549,<row removed>,Removed the later duplicate raw row
DQ-02056,CLM006762,Duplicate Row,High,CLM006762,<row removed>,Removed the later duplicate raw row
DQ-02057,CLM024236,Duplicate Row,High,CLM024236,<row removed>,Removed the later duplicate raw row
DQ-02058,CLM029634,Duplicate Row,High,CLM029634,<row removed>,Removed the later duplicate raw row
DQ-02059,CLM030324,Duplicate Row,High,CLM030324,<row removed>,Removed the later duplicate raw row
DQ-02060,CLM052643,Duplicate Row,High,CLM052643,<row removed>,Removed the later duplicate raw row
DQ-02061,CLM035220,Duplicate Row,High,CLM035220,<row removed>,Removed the later duplicate raw row
DQ-02062,CLM069240,Duplicate Row,High,CLM069240,<row removed>,Removed the later duplicate raw row
DQ-02063,CLM048628,Duplicate Row,High,CLM048628,<row removed>,Removed the later duplicate raw row
DQ-02064,CLM045323,Duplicate Row,High,CLM045323,<row removed>,Removed the later duplicate raw row
DQ-02065,CLM012225,Duplicate Row,High,CLM012225,<row removed>,Removed the later duplicate raw row
